ID [],Local [],Irradiance [W/m^2],T_ambient [Degrees Celsius],T_ground [Degrees Celsius],Wind [m/s],Cloud [okta],Pressure [Pa],Rain [mm/hr],Diffuse [W/m^2],Direct [W/m^2],Elevation [Degrees],Azimuth [Degrees]
3821,0000-06-08 04:30:00,48.06,13.303,9.701,2.881,4.77,101554.548,0,39.729,9.293,7.593,62.284
3822,0000-06-08 05:30:00,124.499,14.491,9.852,3.291,5.184,101576.553,0.075,83.95,41.678,16.139,73.392
3823,0000-06-08 06:30:00,232.099,15.551,10.844,3.772,5.383,101595.899,0.152,127.751,106.365,25.195,84.566
3824,0000-06-08 07:30:00,328.823,16.521,11.777,4.13,5.028,101618.153,0.011,181.872,152.61,34.419,96.457
3825,0000-06-08 08:30:00,412.61,17.172,12.706,4.223,5.188,101622.843,0.13,212.255,205.785,43.399,110.01
3826,0000-06-08 09:30:00,522.681,18.006,13.655,4.467,4.903,101629.943,0.089,265.8,259.855,51.528,126.641
3827,0000-06-08 10:30:00,597.792,18.605,14.543,4.753,4.731,101639.12,0.046,282.381,319.8,57.801,148.088
3828,0000-06-08 11:30:00,656.979,18.99,15.459,5.088,4.29,101636.848,0.051,288.851,366.356,60.773,174.694
3829,0000-06-08 12:30:00,663.904,19.364,15.832,5.288,4.515,101626.065,0.011,278.524,385.139,59.39,202.442
3830,0000-06-08 13:30:00,636.353,19.276,16.323,5.215,4.289,101625.42,0.276,220.193,417.617,54.18,225.977
3831,0000-06-08 14:30:00,533.821,19.009,16.577,5.485,4.461,101620.282,0.126,218.842,319.613,46.607,244.227
3832,0000-06-08 15:30:00,431.992,18.682,16.794,5.725,4.448,101613.834,0.181,184.219,246.532,37.862,258.746
3833,0000-06-08 16:30:00,319.524,17.91,16.943,5.581,3.704,101620.056,0.191,132.345,185.291,28.679,271.13
3834,0000-06-08 17:30:00,198.875,17.109,16.995,5.322,3.779,101632.464,0.123,97.335,100.227,19.525,282.486
3835,0000-06-08 18:30:00,95.98,16.182,16.007,4.733,3.935,101654.051,0.383,61.328,34.259,10.756,293.557
3836,0000-06-08 19:30:00,21.111,14.999,14.965,4.044,3.96,101684.235,0.229,17,4.212,2.706,304.869
3837,0000-06-08 20:30:00,0.24,14.264,13.964,3.588,4.056,101708.982,0.033,0.233,0,-4.274,316.794
3838,0000-06-08 21:30:00,0,13.886,13.041,3.681,4.253,101709.813,0.018,0,0,-9.806,329.549
3839,0000-06-08 22:30:00,0.011,13.606,12.161,3.703,4.627,101705.71,0.011,0,0,-13.51,343.136
3840,0000-06-08 23:30:00,0.017,13.235,11.363,3.445,4.335,101690.134,0.004,0,0,-15.078,340.706
3841,0000-06-09 00:30:00,0.017,12.945,11.207,3.474,4.401,101675.295,0.033,0,0,-14.361,11.554
3842,0000-06-09 01:30:00,0.028,12.72,11.123,3.698,4.787,101662.392,0.018,0,0,-11.428,25.398
3843,0000-06-09 02:30:00,0.005,12.319,10.957,3.456,4.336,101656.769,0.087,0,0,-6.54,38.477
3844,0000-06-09 03:30:00,3.991,12.193,10.754,3.39,4.318,101662.023,0.232,4.01,0.085,-0.055,50.695
3845,0000-06-09 04:30:00,43.146,13.123,10.723,3.219,4.769,101668.107,0.065,37.923,6.367,7.636,62.196
3846,0000-06-09 05:30:00,118.094,14.365,10.784,3.604,4.94,101682.115,0.071,80.692,41.05,16.177,73.298
3847,0000-06-09 06:30:00,208.615,15.239,11.618,3.898,5.11,101698.522,0.113,120.311,94.668,25.23,84.465
3848,0000-06-09 07:30:00,301.463,16.222,12.476,4.162,5.447,101710.226,0.22,159.072,151.127,34.454,96.347
3849,0000-06-09 08:30:00,405.682,17.092,13.322,4.436,5.544,101716.447,0.033,202.146,212.425,43.438,109.889
3850,0000-06-09 09:30:00,490.279,17.632,14.093,4.623,5.133,101724.42,0.091,225.363,268.076,51.576,126.507
3851,0000-06-09 10:30:00,524.472,18.165,14.879,4.75,5.258,101721.747,0.084,248.898,267.444,57.864,147.952
3852,0000-06-09 11:30:00,547.743,18.581,15.411,4.807,5.558,101716.995,0.022,269.185,273.103,60.855,174.591
3853,0000-06-09 12:30:00,582.619,18.833,15.832,5.027,5.466,101706.788,0.071,256.889,324.493,59.483,202.398
3854,0000-06-09 13:30:00,560.325,19.09,16.214,4.911,5.319,101690.728,0.091,262.392,292.904,54.275,225.979
3855,0000-06-09 14:30:00,511.963,19.152,16.549,4.71,4.465,101668.751,0.015,218.284,285.442,46.701,244.249
3856,0000-06-09 15:30:00,419.746,18.775,16.914,4.586,3.958,101653.545,0.194,169.905,243.985,37.955,258.773
3857,0000-06-09 16:30:00,290.979,18.087,17.083,4.496,4.033,101647.784,0.335,111.912,176.724,28.771,271.154
3858,0000-06-09 17:30:00,201.669,17.358,17.243,4.18,3.59,101640.319,0.039,88.4,108.802,19.617,282.507
3859,0000-06-09 18:30:00,99.064,16.394,16.117,3.674,3.568,101647,0.045,56.632,40.358,10.849,293.571
3860,0000-06-09 19:30:00,19.914,15.066,14.891,3.284,3.913,101656.711,0.229,15.911,3.503,2.799,304.877
3861,0000-06-09 20:30:00,0.263,14.312,13.731,3.115,3.889,101673.166,0.071,0.247,0,-4.181,316.791
3862,0000-06-09 21:30:00,0,13.652,12.654,2.699,4.807,101678,0.097,0,0,-9.713,329.534
3863,0000-06-09 22:30:00,0,13.31,11.675,2.752,4.286,101664.677,0.087,0,0,-13.421,343.107
3864,0000-06-09 23:30:00,0,12.946,10.713,2.72,4.221,101641.82,0.042,0,0,-14.995,340.662
3865,0000-06-10 00:30:00,0,12.746,10.507,2.602,4.143,101628.046,0.011,0,0,-14.286,11.497
3866,0000-06-10 01:30:00,0,12.567,10.365,2.603,4.687,101612.335,0.022,0,0,-11.365,25.33
3867,0000-06-10 02:30:00,0,12.424,10.239,2.82,5.134,101604.497,0.116,0,0,-6.485,38.401
3868,0000-06-10 03:30:00,3.794,12.35,10.199,2.597,5.161,101589.064,0.084,3.655,0.014,-0.011,50.614
3869,0000-06-10 04:30:00,42.678,13.281,10.235,2.594,5.217,101586.889,0.011,36.445,5.222,7.674,62.113
3870,0000-06-10 05:30:00,122.598,14.732,10.496,3.005,4.861,101598.591,0.026,86.294,35.927,16.209,73.209
3871,0000-06-10 06:30:00,238.437,15.879,11.507,3.299,4.824,101610.213,0.039,134.143,101.658,25.259,84.369
3872,0000-06-10 07:30:00,348.369,17.004,12.47,3.527,5.156,101620.664,0.045,180.147,170.396,34.483,96.242
3873,0000-06-10 08:30:00,454.753,17.872,13.473,3.799,5.575,101618.557,0.068,211.675,241.027,43.47,109.772
3874,0000-06-10 09:30:00,521.75,18.561,14.364,4.113,4.932,101614.097,0.084,252.424,268.592,51.617,126.377
3875,0000-06-10 10:30:00,552.645,18.898,15.081,4.265,5.271,101609.512,0.093,277.94,272.394,57.922,147.82
3876,0000-06-10 11:30:00,579.478,19.091,15.901,4.565,5.797,101593.516,0.084,313.199,260.509,60.93,174.488
3877,0000-06-10 12:30:00,527.436,19.109,16.218,4.82,5.866,101581.024,0.07,287.301,230.598,59.57,202.351
3878,0000-06-10 13:30:00,509.357,19.166,16.457,4.712,5.354,101565.677,0.173,265.569,234.457,54.365,225.974
3879,0000-06-10 14:30:00,458.121,19.092,16.709,4.675,5.635,101547.199,0.065,233.787,216.288,46.79,244.264
3880,0000-06-10 15:30:00,371.378,18.724,16.888,4.662,5.332,101531.76,0.026,198.393,165.341,38.043,258.792
3881,0000-06-10 16:30:00,290.003,18.096,17.039,4.647,5.084,101526.092,0.049,143.43,141.23,28.859,271.174
3882,0000-06-10 17:30:00,188.605,17.356,17.168,4.486,4.978,101523.881,0.074,95.774,89.208,19.705,282.523
3883,0000-06-10 18:30:00,87.101,16.463,16.176,3.97,4.935,101531.983,0.129,54.809,29.951,10.937,293.582
3884,0000-06-10 19:30:00,20.946,15.435,15.141,3.477,4.922,101547.12,0.137,15.082,5.292,2.887,304.881
3885,0000-06-10 20:30:00,0.168,14.69,14.073,3.146,5.258,101577.811,0.036,0.144,0,-4.092,316.785
3886,0000-06-10 21:30:00,0,14.132,13.156,2.94,5.142,101577.258,0.208,0,0,-9.627,329.517
3887,0000-06-10 22:30:00,0,13.68,12.393,3.132,4.567,101560.621,0.104,0,0,-13.339,343.076
3888,0000-06-10 23:30:00,0,13.475,11.563,3.149,4.59,101555.276,0.065,0,0,-14.919,340.617
3889,0000-06-11 00:30:00,0,13.244,11.412,3.054,5.078,101533.019,0.039,0,0,-14.218,11.44
3890,0000-06-11 01:30:00,0,13.114,11.223,3.131,5.249,101519.332,0.037,0,0,-11.307,25.264
3891,0000-06-11 02:30:00,0,12.83,11.116,2.96,5.102,101509.885,0.045,0,0,-6.437,38.328
3892,0000-06-11 03:30:00,4.266,12.747,11.01,2.912,5.636,101517.719,0.065,3.892,0.079,0.028,50.537
3893,0000-06-11 04:30:00,41.594,13.363,11.048,3.096,5.502,101532.926,0.129,34.503,6.412,7.706,62.031
3894,0000-06-11 05:30:00,116.931,14.267,11.202,3.487,5.501,101550.484,0.091,80.758,36.614,16.236,73.124
3895,0000-06-11 06:30:00,218.727,15.133,11.939,4.001,5.447,101574.262,0.087,129.687,88.671,25.281,84.278
3896,0000-06-11 07:30:00,329.209,15.98,12.746,4.323,5.042,101588.042,0.135,173.75,150.94,34.506,96.142
3897,0000-06-11 08:30:00,434.209,16.708,13.433,4.548,4.696,101594.401,0.029,222.6,205.099,43.497,109.659
3898,0000-06-11 09:30:00,527.521,17.479,14.005,4.667,4.793,101601.452,0.059,250.641,270.311,51.652,126.252
3899,0000-06-11 10:30:00,594.005,17.835,14.613,4.905,5.184,101600.715,0.018,275.616,311.227,57.972,147.69
3900,0000-06-11 11:30:00,585.739,18.203,15.078,4.919,5.078,101600.162,0.364,286.435,292.344,60.997,174.383
3901,0000-06-11 12:30:00,586.819,18.368,15.485,4.794,5.53,101593.894,0.266,291.806,287.848,59.65,202.298
3902,0000-06-11 13:30:00,538.206,18.621,15.996,4.856,5.396,101591.038,0.078,277.187,256.782,54.45,225.963
3903,0000-06-11 14:30:00,526.749,18.505,16.238,4.869,5.075,101585.552,0.042,221.112,306.082,46.873,244.271
3904,0000-06-11 15:30:00,431.458,18.281,16.575,4.963,4.531,101574.355,0.401,179.979,250.646,38.126,258.806
3905,0000-06-11 16:30:00,316.419,17.845,16.741,4.724,4.612,101568.042,0.11,144.112,174.812,28.942,271.189
3906,0000-06-11 17:30:00,189.869,17.098,16.997,4.586,4.963,101573.525,0.113,104.064,88.15,19.788,282.533
3907,0000-06-11 18:30:00,86.097,16.221,15.947,4.04,5.015,101578.318,0,57.741,28.613,11.021,293.588
3908,0000-06-11 19:30:00,20.908,15.085,14.895,3.623,4.387,101597.949,0,17.212,3.894,2.97,304.88
3909,0000-06-11 20:30:00,0.233,14.359,13.807,3.277,4.936,101618.548,0.11,0.19,0,-4.01,316.775
3910,0000-06-11 21:30:00,0,13.676,12.822,3.09,4.923,101617.949,0.029,0,0,-9.548,329.496
3911,0000-06-11 22:30:00,0,13.381,12.017,2.849,4.646,101614.908,0.037,0,0,-13.262,343.043
3912,0000-06-11 23:30:00,0,13.183,11.213,2.923,4.917,101603.77,0.1,0,0,-14.849,340.571
3913,0000-06-12 00:30:00,0.005,12.902,11.061,2.909,5.212,101586.391,0.123,0,0,-14.157,11.382
3914,0000-06-12 01:30:00,0,12.757,10.98,2.912,5.143,101569.719,0.155,0,0,-11.255,25.198
3915,0000-06-12 02:30:00,0,12.664,10.903,3.034,5.452,101557.996,0.081,0,0,-6.396,38.257
3916,0000-06-12 03:30:00,3.058,12.613,10.783,2.849,5.608,101558.516,0.121,2.803,0.086,0.061,50.462
3917,0000-06-12 04:30:00,41.97,13.378,10.643,2.79,5.457,101563.815,0.027,34.045,7.288,7.732,61.953
3918,0000-06-12 05:30:00,120.649,14.53,10.636,3.18,5.151,101573.3,0.171,78.241,41.448,16.258,73.042
3919,0000-06-12 06:30:00,198.265,15.241,11.463,3.73,5.585,101590.852,0.221,114.683,79.915,25.299,84.191
3920,0000-06-12 07:30:00,274.936,15.903,12.228,3.927,6.143,101608.374,0.166,159.394,112.596,34.523,96.046
3921,0000-06-12 08:30:00,373.955,16.442,12.9,4.326,5.723,101610.682,0.216,205.633,171.264,43.519,109.552
3922,0000-06-12 09:30:00,427.118,16.916,13.638,4.583,5.917,101622.193,0.177,228.182,201.702,51.681,126.13
3923,0000-06-12 10:30:00,486.272,17.208,14.432,4.932,5.678,101626.729,0.357,246.233,236.143,58.016,147.564
3924,0000-06-12 11:30:00,495.855,17.344,15.151,5.033,5.807,101631.465,0.29,246.302,245.327,61.058,174.277
3925,0000-06-12 12:30:00,465.211,17.54,15.379,4.925,6.05,101639.069,0.192,249.833,213.345,59.723,202.24
3926,0000-06-12 13:30:00,474.248,17.724,15.643,5.079,5.954,101638.848,0.028,253.25,211.014,54.528,225.945
3927,0000-06-12 14:30:00,407.93,17.603,15.793,5.117,6.084,101634.078,0.059,227.668,179.346,46.953,244.271
3928,0000-06-12 15:30:00,314.049,17.29,15.85,4.988,6.115,101626.483,0.028,193.836,121.377,38.205,258.813
3929,0000-06-12 16:30:00,271.969,17.165,15.926,4.888,5.865,101620.679,0.005,149.658,125.027,29.021,271.197
3930,0000-06-12 17:30:00,184.711,16.616,16.081,4.409,5.437,101622.903,0.004,100.947,86.586,19.867,282.539
3931,0000-06-12 18:30:00,88.63,15.702,15.058,4.048,5.029,101636.973,0.156,54.746,35.107,11.099,293.59
3932,0000-06-12 19:30:00,20.743,14.574,13.903,3.357,4.585,101649.631,0.091,16.914,3.889,3.049,304.875
3933,0000-06-12 20:30:00,0.215,13.713,12.778,2.966,4.649,101672.58,0.401,0.176,0,-3.933,316.762
3934,0000-06-12 21:30:00,0,13.115,11.731,3.007,4.276,101679.06,0.229,0,0,-9.474,329.472
3935,0000-06-12 22:30:00,0,12.728,10.751,2.639,4.037,101670.686,0.102,0,0,-13.193,343.007
3936,0000-06-12 23:30:00,0,12.323,9.794,2.52,3.964,101658.303,0.014,0,0,-14.785,340.524
3937,0000-06-13 00:30:00,0.005,12.067,9.601,2.739,4.444,101651.147,0.026,0,0,-14.104,11.326
3938,0000-06-13 01:30:00,0.011,11.727,9.414,2.855,4.567,101642.255,0.064,0,0,-11.211,25.134
3939,0000-06-13 02:30:00,0,11.177,9.116,2.765,4.935,101634.115,0.047,0,0,-6.361,38.189
3940,0000-06-13 03:30:00,4.726,11.29,8.913,2.565,5.687,101636.788,0.138,4.244,0.471,0.088,50.39
3941,0000-06-13 04:30:00,44.21,12.371,8.947,2.764,5.438,101655.161,0.039,38.11,6.28,7.752,61.879
3942,0000-06-13 05:30:00,114.609,13.797,9.089,3.15,5.586,101665.812,0.045,83.211,31.056,16.273,72.965
3943,0000-06-13 06:30:00,214.141,14.958,10.148,3.52,5.585,101688.29,0.011,132.261,80.892,25.312,84.109
3944,0000-06-13 07:30:00,316.996,15.807,11.174,3.866,5.286,101709.195,0.014,170,145.231,34.536,95.955
3945,0000-06-13 08:30:00,421.838,16.635,12.168,4.204,5.471,101714.258,0.023,226.984,189.46,43.534,109.45
3946,0000-06-13 09:30:00,477.028,17.176,13.133,4.553,5.743,101719.06,0,264.406,204.98,51.705,126.014
3947,0000-06-13 10:30:00,543.426,17.736,14.028,4.717,5.751,101723.723,0.037,290.039,245.221,58.053,147.44
3948,0000-06-13 11:30:00,576.123,17.997,14.944,4.801,5.765,101721.548,0.014,296.162,270.286,61.112,174.171
3949,0000-06-13 12:30:00,558.899,18.284,15.348,4.933,5.874,101714.18,0.009,298.11,249.552,59.79,202.176
3950,0000-06-13 13:30:00,581.599,18.445,15.753,5.043,5.135,101702.761,0.016,255.922,316.965,54.601,225.921
3951,0000-06-13 14:30:00,524.431,18.561,16.263,5.162,4.714,101692.815,0.014,245.853,270.622,47.026,244.266
3952,0000-06-13 15:30:00,463.625,18.393,16.623,5.149,4.264,101679.401,0.029,190.754,267.348,38.28,258.814
3953,0000-06-13 16:30:00,359.054,17.971,16.966,5.011,3.898,101670.246,0,137.037,217.834,29.095,271.2
3954,0000-06-13 17:30:00,219.806,17.159,17.106,4.613,3.645,101672.858,0.018,103.926,112.339,19.94,282.539
3955,0000-06-13 18:30:00,103.33,16.195,15.911,4.286,3.641,101683.276,0,60.265,40.764,11.173,293.586
3956,0000-06-13 19:30:00,22.958,14.841,14.608,3.518,4.115,101699.327,0,18.413,3.885,3.121,304.865
3957,0000-06-13 20:30:00,0.281,13.746,13.249,2.987,4.428,101719.788,0.018,0.265,0,-3.861,316.745
3958,0000-06-13 21:30:00,0,13.171,12.06,2.714,4.401,101727.193,0.007,0,0,-9.406,329.446
3959,0000-06-13 22:30:00,0,12.894,11.035,2.541,4.455,101732.972,0.042,0,0,-13.13,342.97
3960,0000-06-13 23:30:00,0,12.731,10.067,2.454,4.529,101716.369,0.123,0,0,-14.729,340.476
3961,0000-06-14 00:30:00,0,12.598,9.962,2.377,4.636,101694.258,0.062,0,0,-14.057,11.269
3962,0000-06-14 01:30:00,0,12.413,9.865,2.437,5.015,101678.571,0.051,0,0,-11.173,25.072
3963,0000-06-14 02:30:00,0,12.275,9.746,2.362,5.061,101664.941,0.033,0,0,-6.332,38.122
3964,0000-06-14 03:30:00,4.061,12.239,9.7,2.309,5.129,101667.963,0.033,3.823,0.072,0.108,50.322
3965,0000-06-14 04:30:00,44.627,13.204,9.914,2.33,5.355,101675.558,0.042,37.263,6.455,7.766,61.808
3966,0000-06-14 05:30:00,116.956,14.431,10.322,2.696,5.451,101690.074,0.123,85.78,28.682,16.283,72.891
3967,0000-06-14 06:30:00,211.545,15.413,11.382,3.499,5.706,101708.825,0.142,128.042,78.87,25.319,84.031
3968,0000-06-14 07:30:00,314.636,16.347,12.265,3.766,5.172,101719.932,0.12,170.869,137.597,34.542,95.869
3969,0000-06-14 08:30:00,387.189,16.993,13.071,3.884,5.511,101722.852,0.701,193.681,185.167,43.544,109.353
3970,0000-06-14 09:30:00,471.613,17.737,13.91,4.138,5.401,101719.074,0.255,246.947,215.454,51.723,125.904
3971,0000-06-14 10:30:00,541.856,18.233,14.778,4.413,4.885,101719.816,0.165,248.686,283.847,58.084,147.321
3972,0000-06-14 11:30:00,558.62,18.713,15.543,4.678,5.115,101706.438,0.093,274.486,273.677,61.16,174.064
3973,0000-06-14 12:30:00,577.153,18.854,15.924,4.748,5.323,101693.341,0.026,271.409,296.302,59.851,202.108
3974,0000-06-14 13:30:00,559.929,18.935,16.342,4.696,4.982,101676.843,0.104,250.051,301.653,54.668,225.89
3975,0000-06-14 14:30:00,475.129,18.832,16.686,4.862,4.902,101668.839,0.188,219.867,247.237,47.096,244.254
3976,0000-06-14 15:30:00,394.511,18.391,17.05,4.87,4.962,101659.526,0.096,170.81,216.922,38.349,258.81
3977,0000-06-14 16:30:00,302.604,18.129,17.33,4.502,4.18,101642.056,0.024,141.137,157.701,29.164,271.197
3978,0000-06-14 17:30:00,197.088,17.443,17.518,4.222,4.364,101648.273,0.065,102.667,91.258,20.009,282.535
3979,0000-06-14 18:30:00,94.602,16.47,16.384,3.894,4.539,101655.553,0.394,58.248,34.565,11.24,293.578
3980,0000-06-14 19:30:00,21.012,15.082,15.15,3.663,4.498,101671.221,0.181,17.531,3.113,3.189,304.851
3981,0000-06-14 20:30:00,0.237,14.418,13.996,3.272,5.129,101699.563,0.042,0.209,0,-3.797,316.724
3982,0000-06-14 21:30:00,0,13.952,13.076,3.028,4.738,101697.027,0.229,0,0,-9.345,329.417
3983,0000-06-14 22:30:00,0,13.559,12.231,2.87,4.646,101696.29,0.062,0,0,-13.074,342.931
3984,0000-06-14 23:30:00,0,13.41,11.319,2.845,4.775,101678.042,0.015,0,0,-14.681,340.428
3985,0000-06-15 00:30:00,0,13.301,11.207,2.744,5.152,101658.18,0.074,0,0,-14.015,11.213
3986,0000-06-15 01:30:00,0,12.949,11.014,2.831,5.125,101643.802,0.039,0,0,-11.141,25.01
3987,0000-06-15 02:30:00,0,12.804,10.953,2.682,4.765,101629.802,0.202,0,0,-6.309,38.058
3988,0000-06-15 03:30:00,3.885,12.547,10.811,2.564,5.194,101628.618,0.235,3.756,0.073,0.123,50.257
3989,0000-06-15 04:30:00,43.749,13.309,10.705,2.576,5.235,101635.991,0.33,36.617,6.675,7.774,61.741
3990,0000-06-15 05:30:00,118.426,14.442,10.799,2.817,5.784,101648.087,0.362,78.591,38.418,16.287,72.821
3991,0000-06-15 06:30:00,198.915,15.31,11.618,3.487,5.944,101660.945,0.273,123.455,74.206,25.32,83.957
3992,0000-06-15 07:30:00,284.425,15.91,12.446,3.735,5.978,101675.599,0.161,167.622,113.07,34.542,95.788
3993,0000-06-15 08:30:00,384.373,16.782,13.329,4.03,5.742,101681.59,0.057,216.724,168.635,43.548,109.262
3994,0000-06-15 09:30:00,505.706,17.378,14.167,4.225,5.116,101690.115,0.11,243.656,263.684,51.734,125.799
3995,0000-06-15 10:30:00,584.025,18.121,14.907,4.432,5.347,101698.743,0.087,251.836,328.848,58.113,147.194
3996,0000-06-15 11:30:00,601.737,18.475,15.594,4.668,5.221,101683.434,0.04,277.931,315.896,61.194,173.727
3997,0000-06-15 12:30:00,588.823,18.729,15.935,4.967,5.148,101678.652,0.097,261.051,318.121,59.879,202.25
3998,0000-06-15 13:30:00,593.961,18.786,16.319,5.098,4.945,101676.521,0.059,245.561,340.204,54.73,225.85
3999,0000-06-15 14:30:00,520.032,18.516,16.554,5.062,5.24,101674.217,0,228.983,284.109,47.16,244.235
4000,0000-06-15 15:30:00,430.833,18.173,16.74,4.955,4.987,101661.13,0.029,168.066,255.585,38.413,258.799
4001,0000-06-15 16:30:00,317.608,17.63,16.673,4.735,4.69,101656.705,0.062,132.451,180.044,29.229,271.188
4002,0000-06-15 17:30:00,210.832,16.848,16.72,4.367,4.351,101658.135,0.106,99.255,108.888,20.073,282.525
4003,0000-06-15 18:30:00,100.66,15.978,15.729,4.011,4.678,101661.175,0.068,62.882,36.061,11.304,293.565
4004,0000-06-15 19:30:00,23.6,14.864,14.556,3.732,4.692,101682.696,0.011,19.301,3.974,3.251,304.833
4005,0000-06-15 20:30:00,0.147,14.073,13.456,3.307,4.862,101703.304,0.071,0.073,0,-3.737,316.699
4006,0000-06-15 21:30:00,0,13.534,12.507,2.935,5.124,101712.359,0.174,0,0,-9.289,329.384
4007,0000-06-15 22:30:00,0,13.125,11.585,3.072,4.682,101714.94,0.074,0,0,-13.024,342.89
4008,0000-06-15 23:30:00,0,12.846,10.743,2.917,4.848,101710.787,0.018,0,0,-14.639,340.379
4009,0000-06-16 00:30:00,0,12.393,10.582,2.815,4.47,101698.964,0.007,0,0,-13.981,11.158
4010,0000-06-16 01:30:00,0,12.211,10.403,2.836,4.769,101687.96,0,0,0,-11.117,24.952
4011,0000-06-16 02:30:00,0,12.089,10.207,2.794,4.954,101678.424,0.039,0,0,-6.293,37.997
4012,0000-06-16 03:30:00,4.77,12.141,9.977,2.843,5.148,101682.143,0.022,4.568,0.203,0.132,50.194
4013,0000-06-16 04:30:00,50.225,13.068,9.924,2.961,5.825,101693.249,0.081,37.697,12.897,7.777,61.677
4014,0000-06-16 05:30:00,122.054,14.228,9.976,3.342,5.877,101712.052,0.271,84.6,37.136,16.285,72.755
4015,0000-06-16 06:30:00,223.518,15.146,10.933,4.002,5.871,101727.259,0.339,133.611,87.613,25.317,83.888
4016,0000-06-16 07:30:00,312.56,15.908,11.889,3.872,6.061,101737.903,0.104,166.065,144.089,34.538,95.712
4017,0000-06-16 08:30:00,381.155,16.53,12.804,4.188,5.983,101746.812,0.142,217.971,160.96,43.545,109.176
4018,0000-06-16 09:30:00,473.46,17.208,13.621,4.681,6.225,101760.291,0.015,261.694,211.685,51.739,125.699
4019,0000-06-16 10:30:00,554.969,17.838,14.459,4.876,5.951,101762.051,0.062,289.064,260.944,58.125,147.092
4020,0000-06-16 11:30:00,592.516,18.262,15.191,4.846,5.894,101754.24,0.037,286.504,305.295,61.236,173.849
4021,0000-06-16 12:30:00,557.939,18.436,15.459,4.909,6.102,101747.603,0.097,281.641,279.279,59.955,201.958
4022,0000-06-16 13:30:00,504.636,18.316,15.803,4.834,6.294,101740.174,0.126,260.129,248.548,54.786,225.806
4023,0000-06-16 14:30:00,443.097,18.166,16.17,4.583,5.992,101732.305,0.114,234.658,210.591,47.219,244.209
4024,0000-06-16 15:30:00,387.169,17.974,16.485,4.774,5.489,101723.531,0.093,185.765,199.197,38.472,258.782
4025,0000-06-16 16:30:00,295.521,17.546,16.683,4.729,4.797,101708.88,0.123,145.785,146.575,29.288,271.173
4026,0000-06-16 17:30:00,205,17.026,16.917,4.509,4.442,101707.796,0.245,96.116,105,20.132,282.51
4027,0000-06-16 18:30:00,103.563,16.189,15.769,4.178,4,101719.853,0.177,56.564,45.079,11.362,293.548
4028,0000-06-16 19:30:00,27.456,15.028,14.543,3.6,4.088,101737.594,0.087,19.816,7.011,3.308,304.811
4029,0000-06-16 20:30:00,0.223,13.901,13.375,3.28,3.11,101764.291,0.048,0.194,0,-3.685,316.672
4030,0000-06-16 21:30:00,0.005,13.528,12.355,2.938,3.636,101776.83,0.022,0,0,-9.24,329.349
4031,0000-06-16 22:30:00,0.042,13.357,11.541,2.98,4.3,101774.83,0.026,0,0,-12.981,342.847
4032,0000-06-16 23:30:00,0.033,12.981,10.709,2.837,4.793,101763.632,0.039,0,0,-14.603,340.329
4033,0000-06-17 00:30:00,0.033,12.937,10.683,2.974,4.728,101749.918,0.014,0,0,-13.954,11.103
4034,0000-06-17 01:30:00,0.033,12.584,10.645,3.073,4.447,101731.563,0.007,0,0,-11.099,24.894
4035,0000-06-17 02:30:00,0.033,12.519,10.521,2.968,4.519,101714.635,0.014,0,0,-6.284,37.938
4036,0000-06-17 03:30:00,4.935,12.751,10.385,3.049,4.303,101718.384,0.005,4.647,0.222,0.134,50.135
